O95947 Q96Q07 0
P86480 P49590 0
P35452 Q08ER8 0
P32519 Q9UM63 0
O95475 Q9H6L4 0
Q15327 Q9H9V9 0
Q6FI13 Q9H497 0
Q9BSL1 P47928 0
Q9BVJ6 Q9NXT0 0
Q15293 Q96MU6 0
Q9H2B2 A8MT19 0
Q9BRZ2 Q96EV8 0
A6NFE2 Q8N8Z3 0
Q8N4E7 Q13480 0
Q99741 Q9Y5P8 1
P27469 P43351 0
Q9H7T3 P15882 0
O95299 Q96A19 0
Q8N715 Q8IUE1 0
Q96A56 O14545 0
Q6PCE3 Q9UN36 0
Q96NU1 O60264 0
Q8NEF9 Q9BWD1 0
Q13422 P35226 0
P84243 P50991 0
P14316 Q99457 0
Q86SG5 O94901 0
Q3SY84 Q8WVJ2 0
O43918 Q8WTR8 0
O15209 P35610 0
Q9NWM8 O95168 0
P49711 O15211 0
Q8TB03 Q9H4B6 0
P05109 Q7Z7H3 0
Q4G112 Q9H009 0
Q9P035 O00712 0
Q5TGL8 P04908 0
O15553 Q9NS87 0
Q9P0J7 A4FU28 0
Q13190 O00221 0
Q8TAL6 Q9UL45 0
P53567 P25490 0
P51449 Q8TD08 0
O00253 P62166 0
P58546 Q8NB78 0
Q9UHC1 Q9UJ04 0
A0A2R8Y619 Q13480 0
Q9HB71 Q13835 0
B2CW77 Q5JU69 0
Q8WVJ2 Q86UD3 0
P09001 Q9NQ50 1
P10072 Q9NQ86 0
Q05925 Q9NXG6 0
P15173 O43829 0
P40261 Q96KN4 0
Q03111 Q9UJT2 0
Q9GZV8 A8MSI8 0
O95721 O15155 1
Q93098 P11801 0
P23786 Q8NDN9 0
Q8IYS2 P55072 0
P49619 P35680 0
Q9Y330 Q6XPR3 0
Q15628 Q13114 1
P38405 O60729 0
P01574 Q86XJ1 0
Q9UJZ1 Q86XK3 0
Q8N5C8 Q05925 0
P00505 P31040 1
Q8NAF0 A2VCK2 0
Q9Y619 Q14CZ7 0
Q96N76 Q8TAB5 0
P17535 Q15784 0
Q8IWD5 P57105 0
Q9BY32 Q2WGN9 0
Q8IZL2 Q9UKD1 0
Q9BTU6 P07492 0
O95154 Q9UJT2 0
Q8TBB0 Q02086 0
Q9BSV6 Q9H9V4 0
Q8N8N0 P48426 0
Q96Q27 Q9H2A3 0
Q9NUG6 P36915 0
Q9UL49 Q9H147 0
A6NGY3 Q643R3 0
O95163 O14640 0
Q8NEF9 Q06546 0
Q02252 P10075 0
P07316 Q8NCE0 0
Q9NWW9 A6NDK9 0
A1Z1Q3 P17029 0
P49354 Q86SQ9 1
Q86XG9 A8MQ14 0
Q9BWT6 O43586 0
Q7Z7E8 Q15569 0
Q9BRP0 Q96A61 0
O15482 Q9Y2K2 0
Q96E40 Q8IUF1 0
P55199 P42568 1
Q8IZ83 Q9NQG7 0
Q9BYE7 P37173 0
Q5TGI4 P49789 0
P23526 Q53S33 0
Q9NWM8 Q9UF12 0
Q02383 Q5T749 0
Q8N7E2 O75127 0
Q9UGI0 Q7Z434 0
Q99584 Q69YI7 0
Q9NRI5 P78385 0
P56178 P40617 0
Q9Y534 Q8N8V4 0
Q86T03 P78371 0
Q8WUB8 P30304 0
O43174 Q8IZV5 1
Q96AQ6 Q96AJ1 0
Q8NC51 P18124 0
Q9H6R4 P48788 0
Q8WV74 Q14129 0
Q6P1R3 Q4G0W2 0
Q8NBV4 Q9UJQ7 0
P07951 O94844 0
Q8IUE6 Q9H9V4 0
Q16204 Q8N6V9 0
Q9NUU6 Q3KR37 0
Q13516 O75762 0
Q7Z3E5 P10301 0
Q9H668 O75771 1
P54886 Q1L5Z9 0
Q9UMW8 O00327 0
Q14164 Q02040 0
Q0VDF9 P43155 0
P23511 O00299 0
C9JJH3 P49450 0
Q5T681 Q86TU7 0
Q9BTX7 Q8N5I4 0
Q93034 P80404 0
Q9H4P4 Q7RTW8 0
O15265 Q8TC17 0
Q9NS91 Q9UM13 0
Q96I23 P15172 0
Q9Y2R9 Q9NRX2 1
P02585 Q96HM7 0
P57082 Q5SQ80 0
Q9H6Q3 P17021 0
Q13573 Q9UER7 1
Q05639 O15111 1
Q08ER8 Q9BRS2 0
P49639 O15212 0
Q96C55 Q9H094 0
P0CE71 Q96KN2 0
Q8N8J7 A8MQ27 0
Q92826 Q9BQT8 0
P41221 Q13470 0
O75886 P42127 0
Q86WZ6 Q6PL24 0
Q5VW38 Q96RP9 0
O94782 Q9BSW7 0
P0DP25 P17031 0
Q8TBF8 Q9NQX1 0
Q5JW98 P20264 0
P21397 Q96K76 0
Q05209 Q14247 1
P01100 A0A1B0GTW7 0
Q9Y534 Q6NYC8 0
Q8ND30 Q96B54 0
P28070 O43566 0
P20794 Q8NFF5 0
P48436 Q969G5 0
Q8TF64 O15247 0
Q96HD9 Q9Y266 0
Q96ND8 Q6IC83 0
Q9P299 P51828 0
O60934 O96017 1
Q9Y4A0 P49354 0
Q4AE62 P05129 0
Q96MT8 Q9UPT5 0
P0DPF6 Q8N7M2 0
O75081 P11021 0
Q9HD42 P68431 0
P13284 O75208 0
Q14139 Q86T82 0
Q96D21 Q5VV42 0
P42772 P78560 0
Q92834 P20585 0
P51504 P19447 0
Q8TE12 Q9C0H9 0
Q16831 Q9BZR9 0
Q5T7P8 Q5GLZ8 0
Q9NRY7 Q9UBE8 0
Q8N6M9 Q96KC2 0
Q8IYT2 P35052 0
Q9UJ98 O00305 0
Q6ZUM4 Q9Y3E2 0
Q9Y483 Q5TGP6 0
O43665 A6NMT0 0
Q9UBG3 P48735 1
Q8NG68 P26196 0
P49675 Q6NTF9 0
Q9NVI7 Q96IF1 0
P49711 P62875 1
Q15528 Q9Y5X4 0
Q9Y689 Q96HT8 0
O15479 Q96A46 0
Q9BWW7 Q8N9U0 0
Q15323 P56559 0
Q9HCS4 P55209 0
Q9HAF1 Q9BTY7 0
Q9BSJ5 A6NFZ4 0
O95561 P08235 0
Q8IYS2 Q8WUK0 0
O76009 Q8IVM0 0
Q96GC5 Q9BYC9 1
Q9P1A2 O95561 0
Q8NG68 Q9NZ53 0
Q6S5H5 Q14191 0
Q9GZV5 P00491 0
Q9NZQ0 Q9P202 0
Q86VQ1 Q8NA69 0
Q5TD94 Q9Y6W5 0
Q08945 Q6P1J9 1
Q8TCC3 O00471 0
Q9Y5P8 P62140 1
Q53G59 Q6ZVK8 0
P02538 O00221 0
Q96C86 P42357 0
Q8TBF8 Q9HB90 0
P52943 O76031 0
Q9NSD9 Q13404 0
O96018 Q9NP72 0
Q9H444 Q00325 0
Q9NZ43 O14662 1
Q9BQ48 Q9BYC9 1
Q9P1U1 Q8NET5 0
P08567 P02656 0
P36537 P16150 0
Q92935 P10914 0
P48645 Q8N8I6 0
P50991 A6NH52 0
Q9BVR0 Q10469 0
Q13619 Q9P289 0
O95267 A0A1W2PQ73 0
Q9H5I1 Q96NB3 0
Q5SQQ9 Q8NFZ5 0
A6NK06 O60304 0
P62191 Q8NA19 1
Q8WUF8 Q96AA8 0
P10696 Q02509 0
Q16696 Q8TDI7 0
Q7L8J4 Q9UIU6 0
Q8TBF8 Q99741 0
O43739 O60902 0
P56182 A4D256 0
Q9H2B2 Q96AQ1 0
Q68D86 Q8TAI7 0
Q9Y572 Q8IXJ6 1
Q16671 P36897 1
Q16621 Q6ZW76 0
P0C0S8 P18545 0
A6NNB3 P98187 0
Q2KHT3 O75150 0
Q5VZF2 Q14938 0
Q96PE6 Q8IU85 0
O00559 P50458 0
P15173 P13232 0
O43900 Q96CK0 0
Q9NWD9 O43186 0
Q9BY11 Q7Z736 0
Q92630 Q8TCN5 0
Q6PGN9 Q8TBB5 0
O94972 Q8IV13 0
Q9P2Q2 Q9BTD1 0
P13056 P60880 0
P10073 Q99719 0
Q8TDR0 Q96LB3 1
P49450 O00571 1
P35453 P16220 1
P24386 P61020 1
O60243 Q9HCU9 0
Q8IV20 Q9NUK0 0
Q96NY7 P63162 0
Q8WXK3 Q99742 0
Q96PF2 P41134 0
Q8WXI9 Q96H79 0
O95998 A1XBS5 0
Q9NRD5 P84077 1
Q86VQ0 Q9UJQ1 0
P36897 Q68D51 0
Q49AA0 Q9BTX7 0
Q5H9I0 Q14929 0
Q8N1H7 Q96RU3 0
P68106 Q86VZ5 0
P17858 Q8N584 0
Q8N448 Q7Z6L0 0
Q9H3Y6 Q8N6Y0 0
Q9H5Q4 Q6UX34 0
Q14469 Q9NZL3 0
Q9UJG1 Q8N3J3 0
P60900 A2RRL7 0
Q9P0W2 Q5T4F4 0
Q9P1U1 Q6UW49 0
O43745 Q8WUB2 0
Q9UBL3 P20671 1
O15479 P61019 0
Q8WVM0 P62333 0
Q9H765 P22670 0
Q96PB7 Q53T94 0
Q8TF46 Q86UP8 0
Q96C86 Q2M1V0 0
Q8NBV8 C9J069 0
Q9UJY4 Q53GT1 0
P36897 P67870 1
Q9BSY9 D6R901 0
Q9NYL5 Q93077 0
Q9H257 P48507 0
Q6IQ49 Q9BQE4 0
F8VTS6 Q68DY1 0
Q9NYT0 Q86WA8 0
Q6ZU15 Q05D60 0
P19429 P58304 0
P68104 O96013 1
Q92772 Q04206 0
Q53S33 Q9UK53 0
Q96RP7 Q1KMD3 0
Q9Y255 P05976 0
P56178 Q5VW38 0
Q709F0 Q9BW85 0
Q5VZ66 Q99460 0
Q9BW66 Q92558 0
O60870 P60604 0
Q9BUI4 Q8IYJ1 0
Q96S90 Q9UGU5 0
O94819 Q96AJ1 0
P14598 P35908 0
Q8N302 O00299 0
P53673 Q9C0J9 0
Q96S44 Q9Y692 0
Q96J86 Q96BF6 0
Q13227 Q99750 0
C9JPN9 E9PGG2 0
Q9H4P4 Q9UPT5 0
Q9NR80 Q9H0E2 0
Q5TBE3 Q4V339 0
Q9NV31 Q6NUM9 0
Q96K19 Q8TAP8 0
Q96EB6 P05412 1
O75558 P17039 0
Q96AQ1 Q9UJQ4 0
P28065 P07195 0
Q9BY27 B1AK53 0
P09016 Q9NQA5 0
O95822 Q969E1 0
Q8IUQ4 Q9H8M2 0
P14091 O14657 0
Q5VWP2 Q9HBU1 0
Q8TBJ5 Q96M32 0
Q7RTT5 O60942 0
P25800 Q7Z5P4 0
Q9ULK6 Q6ECI4 0
Q8NEM7 P14649 0
P60468 P84098 1
O96004 Q9H2B4 0
Q8IZE3 Q7Z4L0 0
Q8WUU5 P13797 0
Q9GZM3 Q96BY9 0
O75914 Q9NZL6 0
Q8N1H7 Q8N0X4 0
P61160 Q8IWD5 0
Q9HAT8 P61088 1
Q16559 Q86SG5 0
Q9Y5Q3 Q96MC5 0
Q09MP3 P09497 0
Q92826 P49639 0
Q17RC7 Q8WVJ2 0
Q02641 Q8N302 0
P49116 P10124 0
P04279 Q13285 0
Q9H7S9 Q8WXD2 0
Q9HAH1 Q96GW9 0
P62491 Q15907 1
Q9BSI4 Q969Q1 0
Q8N7L0 Q8TDW5 0
Q86V97 Q8TAU0 0
Q9NNZ6 Q9BTA9 0
Q8NFT6 Q8IYT2 0
Q9P2W9 O75558 1
Q9H089 P07205 0
Q9P0W0 Q96AQ1 0
Q9UIJ7 Q9NVR2 0
Q3SXZ7 Q16533 0
Q6P3X8 Q16600 0
Q96E22 Q9HDC5 0
Q9NZJ7 Q9Y3L5 0
O43670 Q6ZU52 0
P61587 Q8NI38 0
Q9H089 P40429 1
P62877 Q969K4 1
P20062 O15372 0
Q15935 Q0VGL1 0
Q6P444 Q9NTW7 0
Q8WXB4 Q7Z569 0
Q86WR7 P62805 0
P11309 A1IGU5 0
Q9Y3Y2 Q96C28 0
Q96T25 Q9UBE0 0
Q53GA4 O15347 0
Q96EU6 Q9ULW6 0
Q96L34 Q71U36 1
Q5W0U4 P19622 0
Q9H089 Q9UGU5 0
Q7L8A9 Q8N300 1
P07316 P20794 0
P0C6A0 Q9BVL2 0
Q5XLA6 Q9H3Y6 0
Q15080 Q13615 0
Q9Y3C8 Q01094 0
O14828 Q9BR61 0
Q96PN8 P61081 0
Q96PQ7 Q4VX76 0
Q14209 Q9Y252 0
Q8TF44 Q8IXR5 0
Q9H832 Q9UM13 1
Q9HAW9 Q9H094 0
O60925 P60709 1
Q8NEP7 Q9HC78 0
Q15916 Q9NR46 0
Q70YC5 E7ERA6 0
A6NHG4 Q4G0F5 0
P18146 Q15910 1
Q6P2M8 Q9NSY2 0
Q8TED9 Q9GZT5 0
Q9H2F3 O75901 0
P54829 A8MTJ3 0
P42695 Q86VH2 0
Q96J86 P62256 0
Q53S33 Q9UJY4 0
P51692 Q49AM1 0
P20711 Q6ZN16 0
Q8TAK5 Q8N165 0
Q5VYV7 O75340 0
Q9UID3 Q9UPU7 0
Q9H0W5 Q9Y5W3 0
Q9Y6C5 O14746 0
P01563 Q8NG06 0
Q9H175 Q9BQD3 0
Q15569 Q69YU3 0
O00592 Q5BKY6 0
Q8IVW4 Q8IZT9 0
Q9UJN7 Q8TC56 0
O14980 Q9UP52 0
Q8WXH2 Q9NRQ5 0
Q53EL6 Q96NB3 0
Q8N8J0 Q96LR7 0
Q14995 O95169 0
Q15569 Q8TBZ6 0
Q8NBP7 Q8WW24 0
P52735 Q8N5C1 0
P55273 B7ZAQ6 0
Q6P1J9 C9JQL5 0
Q9UJW8 Q3KP44 0
Q2NL98 O00148 0
P82673 Q9Y2R9 1
Q9BQI0 P10276 0
Q96A05 P19429 0
O43930 O00167 0
O43639 O75956 0
Q9NYW8 Q6NT55 0
Q9NWA0 Q6NX45 0
Q6PI77 Q96QA6 0
Q969Q0 P42677 1
P62820 Q8TCS8 0
Q96PB7 Q96C28 0
Q3SY56 P80365 0
P52594 Q8WXK4 0
P58743 P60228 0
Q8IZV5 P0DJD8 0
P51946 Q16514 1
P09622 A2RUB6 0
P19419 O60814 0
Q3B820 Q9UIC8 0
Q8TDB6 Q92930 0
Q9Y383 Q8WWF8 0
A5PLN7 Q9BPX6 0
Q68EA5 P49917 0
P61006 Q9UFW8 0
Q8WWH4 Q9UIK4 0
P50990 Q6ZW61 1
Q5VVX9 Q8WVX9 0
Q9Y5A6 P57086 1
P05141 Q15417 0
Q53G44 Q9H089 0
O00257 P12004 1
Q7RTU4 Q4VC31 0
Q9BTP6 Q9BPW5 0
O43187 Q9BUZ4 1
Q86TL2 O95159 0
O75334 Q15466 0
Q9UMW8 Q9NPC6 0
P43365 Q8N5I4 0
Q14161 O43186 0
Q9NY59 Q8NA92 0
Q14863 Q96NL0 0
Q96IV0 Q9H1A3 0
P34931 Q96LR2 0
Q8NFZ5 Q9H0S4 0
Q8WUK0 Q8N957 0
Q15916 Q5JU67 0
Q9Y2D9 Q9BXT6 0
Q01534 P07355 0
O75324 Q9BQ75 0
P03897 Q03169 0
Q96C34 Q6NUS8 0
Q969Q5 Q6GPH4 0
Q9P2M4 P54619 0
P27105 Q9UBI4 1
Q9UHG0 Q96GD4 0
Q6UXY1 Q8IX94 0
P09017 Q52LJ0 0
P02533 Q69YU3 0
Q6ZMG9 Q8N205 0
Q8TDY3 O95780 0
O14867 P45984 0
P48723 Q9NPF2 0
Q9UBR4 B5MCN3 0
P23434 Q9UHG3 0
P17612 P22612 1
Q9BR26 P17535 0
Q5SXM2 Q96MR6 0
Q8IXV7 Q8NE28 0
Q8NBR6 O95744 0
Q9UL25 P42566 0
Q14244 Q15678 0
P07320 O94804 0
Q08AN1 Q8WVD3 0
Q96J86 Q6NVY1 0
O00541 Q8N6V4 0
Q9Y5Q3 Q86Y25 0
O75582 P41220 0
Q16384 G3V211 0
Q9C0B0 Q9BRZ2 0
P10073 Q9NSP4 0
P13647 Q969E1 0
O15525 A7E2U8 0
O60573 O14983 0
P68400 Q7L5Y9 0
Q99453 A0A0U1RQI7 0
O95391 Q86XU0 0
Q5TZF3 Q9H0Q0 0
Q9NRF9 Q8IYR2 0
Q96NY7 Q9BRX2 0
Q9C0H6 P38646 0
Q9UHK6 O15151 0
Q12772 Q8TBJ5 0
Q9NVN8 Q6V9R5 0
P01574 Q6NVY1 0
P22033 P54252 0
Q9UKD2 O95478 1
O43895 P53350 0
Q9Y2P8 Q96EF0 0
P50222 Q9H8U3 0
P67870 Q86WX3 0
Q6H8Q1 O76031 0
Q86WH2 P52926 0
Q8NFY9 O75534 0
Q8WXG1 Q9UBK7 0
Q9NRW1 Q92805 1
P0CI26 Q8N2H3 0
Q15653 O15259 0
Q7Z3Z2 Q7Z6K5 0
P52429 Q6ZTY9 0
P49841 O75475 0
Q5T7P8 P78549 0
P45984 Q9H765 0
Q8IZD4 Q96G42 0
Q6UX07 P47929 0
Q6NUI1 Q8IUF1 0
A8MYV0 Q6NUI1 0
Q9H2S5 Q9NWD9 0
Q71F23 Q9H3M9 0
Q8NBE8 A6NEV1 0
Q13227 P08727 0
Q13011 Q9UKG9 0
P20700 Q8NFH5 1
Q9HCE6 Q8IWP9 0
Q8WWK9 O14733 0
P51649 Q96RU3 0
P62714 P53350 1
E5RJ46 A6NP11 0
Q9BRS2 Q9UIL1 0
Q8N7B9 P42566 0
Q8N5Y2 P98077 0
Q8WW27 Q8NET6 0
P05062 P59665 0
P54646 P21283 0
Q0VDD7 A2RU48 0
Q6ZTW0 Q99942 0
Q4LEZ3 O95352 0
P48426 P17025 0
Q6P2D0 Q8N3X1 0
P49321 P62805 1
O14641 Q15645 0
O14746 P30153 0
Q05D60 Q96BQ5 0
P09471 Q6PJT7 0
Q9NPH9 Q8WV41 0
Q86V25 P17035 0
A5LHX3 Q9UNF1 0
Q9H6L4 Q4VC12 0
P84022 Q8NG27 1
A9UHW6 Q9H8Y5 0
P25788 P55036 1
Q86UB2 P0DTE4 0
Q9H939 Q9C0F3 0
Q93099 Q00526 0
P15884 Q96LK0 0
Q9HAF1 P78415 0
P12004 P06493 1
Q9Y3A0 P0C221 0
Q9BXU9 P39023 0
P68871 Q13614 0
Q9NRB3 P50443 0
P0CE72 Q8N6Q1 0
O75911 Q9HCM4 0
Q9HBH0 Q9Y2X7 1
Q8TCT1 Q6ZN08 0
Q8TD43 Q15375 0
O14832 P12955 0
Q9UEE5 Q02386 0
Q9BU70 Q9H5V7 0
Q13554 Q9UHQ1 0
Q96CF2 Q8N6S4 0
P21549 Q5SY16 0
Q9Y5S8 Q8WYR4 0
Q9H7S9 Q5VTM2 0
P68871 Q96RP7 0
Q9P2N5 P63123 0
Q6ICB0 Q8N4N3 0
Q9H7M6 Q9H0D2 0
Q02577 P43155 0
Q8WWF3 Q9BYV8 0
P19784 Q9NWW9 0
P41247 Q5JUW0 0
Q8N4N8 O60216 1
P03928 Q587J7 0
Q9BRD0 Q9UBS8 0
O95619 Q8N4F7 0
P33316 Q92523 0
Q6P5S2 O14893 0
Q96PF2 Q4G148 0
P11274 Q68DY1 0
Q9BYG5 Q6ZNG2 0
P62807 A8K855 0
Q15744 Q6ZVT0 0
Q9NZ43 Q9P109 0
Q8TEY5 Q9UHK0 0
A1KXE4 Q9H0C1 0
O43766 P51148 0
Q5JTB6 Q6ZVK8 0
O75791 P43364 0
Q8N8N0 Q53SF7 0
P20339 P49840 0
P19419 O00161 0
O60218 Q8N3Z6 0
Q8IYW4 Q52M93 0
Q15428 Q6PEY2 0
A6NEL2 Q9HBU9 0
Q8N5J2 O75317 0
P55273 Q6K0P9 0
P30039 Q86XR8 0
P09493 O60729 0
P49711 Q86WT6 0
Q7RTT4 P11161 0
Q9NX65 Q9BXF6 0
Q9H173 Q8IYU8 0
Q309B1 Q569K6 0
Q6P2D0 Q9UKL0 0
P17017 Q9Y2Z2 0
Q6UX07 P48380 0
P69905 Q9NY93 0
P63146 Q9BRD0 0
Q8WUU5 Q9UBV8 0
P63146 Q6P1J9 1
Q32M88 Q96PM5 0
Q14197 P39023 1
Q03828 O43414 0
Q9NPI1 Q8NDW4 0
Q6UWP8 Q86XJ0 0
P54277 Q8N2R8 0
Q9NPJ1 Q14183 0
Q16539 Q8IYA6 0
P47712 Q53G59 0
Q99426 Q969W0 0
P50416 P61601 0
Q8NEP7 P45985 0
Q9Y2Q1 Q14165 0
P16415 P19113 0
Q8IXL7 P37287 0
Q96I23 Q6NUJ5 0
Q9NPG2 Q6ZN11 0
Q8WYR4 Q9C0E8 0
Q01064 Q86WV1 0
Q9BVC6 Q5JST6 0
Q6P3S1 Q96Q11 0
Q9Y5K6 Q8NC96 0
Q9H6B1 Q96IW2 0
Q8IY51 C9JLR9 0
Q96J77 Q96BK5 0
Q13515 Q4JDL3 0
Q5SY68 Q13506 0
P62736 Q6STE5 0
Q96Q40 A6NLW8 0
P16402 P41970 0
O95772 Q587J7 0
P37231 Q495X7 0
O43900 P25874 0
Q96P26 Q96P48 0
Q330K2 Q15916 0
Q96N95 Q8N3J3 0
Q3KNS1 Q3ZCX4 0
Q9BQC6 Q9P0J6 1
Q969Q0 Q6ZTW0 0
Q92878 Q15019 0
Q8TDW5 Q53EQ6 0
Q3KQZ1 P62837 0
Q9UQM7 P0C870 0
O60573 Q0VG06 0
Q3SY52 Q6UXB2 0
Q2M3V2 A6NEN9 0
P41212 Q06730 0
Q9H0E2 P0DKX0 0
P31947 Q9NZT1 1
Q5VWT5 Q6PD74 0
Q9Y2A4 P57105 0
Q6A162 P40225 0
O60711 P0CJ79 0
P55010 P49770 1
P03928 Q96G28 0
O76038 Q14129 0
Q99946 Q9BUN1 0
Q96PU8 Q9BWV3 0
Q99816 O43542 0
O00499 P62191 0
P43694 O95935 1
P20073 Q3MII6 0
Q6PII3 Q96BW9 0
P61981 Q9BRV8 0
Q9BUZ4 O15162 1
Q9HCH0 Q9BVR0 0
Q99828 Q8IVH8 0
Q5U649 Q9NQY0 0
P0CE71 B1AK76 0
Q8N6V4 Q9NX40 0
Q9BRK5 Q9NX95 0
A6NMD0 O60671 0
Q6UXV0 Q7RTS3 0
P59022 Q96HR8 0
Q9BVG3 P50151 0
P68366 P48730 1
Q13751 Q9HBI6 0
Q5SY16 Q9BQI3 0
Q9Y6Q2 P0DTE5 0
Q9H2P0 Q93034 0
Q9HCK0 C9JBD0 0
Q96IZ0 P05108 0
P04798 P19532 0
Q8TEH3 Q9HD26 0
Q96T92 Q96H12 0
P48556 Q9Y5K5 1
O00237 Q9NV31 0
Q9NZK7 P35226 0
Q8TAV4 O94768 0
P32519 P41252 0
Q02252 A6NFT4 0
Q96JP5 P01210 0
Q6PEY2 Q86UB2 0
P48735 P08567 0
Q96E17 P08236 0
Q9NX74 O95831 0
P43268 P13584 0
Q5TF58 P35222 0
Q9Y5W8 Q68DA7 0
Q07912 Q8N543 0
A6NK75 A6NI86 0
Q9NQR1 Q96KM6 0
P15421 P0C0S8 0
Q96NC0 O43395 1
Q8N8J7 Q9UHV9 0
Q9NYY3 Q9H8L6 0
A0A087X1G2 Q9BZQ4 0
Q05397 O76042 0
Q96IF1 P13196 0
Q7Z5P4 Q8N9W8 0
Q14247 P31749 1
Q86XR8 Q16772 0
A6NEN9 P28161 0
Q8NG68 Q9BRR3 0
Q9P2W9 Q9NYM9 1
Q9NYY1 Q96PC2 0
P49716 Q8NHZ7 0
Q5JUK2 Q6XPR3 0
Q8IY84 Q13285 0
O15400 Q6NUK1 0
Q8WTU0 Q9ULT6 0
P49802 A6NHJ4 0
A8MZ36 Q5SSQ6 0
Q4W5G0 P98182 0
Q9H4Y5 P04798 1
Q9UL26 P24386 1
P48507 Q969G3 0
Q8WVM0 Q01826 0
P62277 Q9Y295 0
Q9BQ65 A6NJG6 0
Q53EZ4 O95057 0
