2AI5_l_u	2R49_l_u	0
2R3D_l_u	2R3D_r_u	1
3KSI_l_u	2R3D_l_u	0
2R48_l_u	2R48_r_u	1
1J1T_l_u	2R48_r_u	0
2R4G_l_u	2R4G_r_u	1
2MAR_r_u	2R4G_r_u	0
2A02_l_u	2A02_r_u	1
3QOA_l_u	2A02_l_u	0
2A00_l_u	2A00_r_u	1
2K2E_l_u	2A00_r_u	0
2A05_l_u	2A05_r_u	1
1WXY_r_u	2A05_l_u	0
2A0A_l_u	2A0A_r_u	1
2NWM_r_u	2A0A_l_u	0
2A0W_l_u	2A0W_r_u	1
2N7S_r_u	2A0W_l_u	0
2A0X_l_u	2A0X_r_u	1
5P3U_l_u	2A0X_l_u	0
2A0Y_l_u	2A0Y_r_u	1
1KBZ_r_u	2A0Y_l_u	0
2A14_l_u	2A14_r_u	1
1NHR_r_u	2A14_l_u	0
2A1X_l_u	2A1X_r_u	1
1GO8_l_u	2A1X_r_u	0
2A1I_l_u	2A1I_r_u	1
2FYE_l_u	2A1I_r_u	0
2A20_l_u	2A20_r_u	1
2BMW_r_u	2A20_l_u	0
2A29_l_u	2A29_r_u	1
1SMU_r_u	2A29_l_u	0
2A2P_l_u	2A2P_r_u	1
1P7M_r_u	2A2P_r_u	0
2A36_l_u	2A36_r_u	1
2YQQ_l_u	2A36_l_u	0
2A37_l_u	2A37_r_u	1
3PTB_l_u	2A37_r_u	0
2A3D_l_u	2A3D_r_u	1
3ONS_r_u	2A3D_r_u	0
2A3K_l_u	2A3K_r_u	1
3VX1_r_u	2A3K_r_u	0
2A3J_l_u	2A3J_r_u	1
2L0A_r_u	2A3J_r_u	0
2A3P_l_u	2A3P_r_u	1
2MU3_r_u	2A3P_r_u	0
2A3S_l_u	2A3S_r_u	1
2KKI_r_u	2A3S_l_u	0
2A4D_l_u	2A4D_r_u	1
1P3U_l_u	2A4D_l_u	0
2A4E_l_u	2A4E_r_u	1
3IB1_r_u	2A4E_r_u	0
2A4H_l_u	2A4H_r_u	1
1IAY_r_u	2A4H_l_u	0
2A55_l_u	2A55_r_u	1
1FQC_r_u	2A55_r_u	0
2A4V_l_u	2A4V_r_u	1
5P2A_l_u	2A4V_r_u	0
2A4L_l_u	2A4L_r_u	1
2MDR_r_u	2A4L_r_u	0
2A5J_l_u	2A5J_r_u	1
1QY3_l_u	2A5J_r_u	0
2A5E_l_u	2A5E_r_u	1
1YCC_l_u	2A5E_l_u	0
2A5M_l_u	2A5M_r_u	1
2Q09_l_u	2A5M_r_u	0
2A5S_l_u	2A5S_r_u	1
4FFD_r_u	2A5S_r_u	0
2A63_l_u	2A63_r_u	1
2J7M_l_u	2A63_r_u	0
2A65_l_u	2A65_r_u	1
1P2E_l_u	2A65_l_u	0
2A6U_l_u	2A6U_r_u	1
2JOZ_r_u	2A6U_r_u	0
2A7G_l_u	2A7G_r_u	1
1CVZ_r_u	2A7G_r_u	0
2A7A_l_u	2A7A_r_u	1
4MZI_l_u	2A7A_l_u	0
2A7H_l_u	2A7H_r_u	1
3VU8_r_u	2A7H_l_u	0
2A7I_l_u	2A7I_r_u	1
4LM7_l_u	2A7I_l_u	0
2A7N_l_u	2A7N_r_u	1
1XN7_r_u	2A7N_r_u	0
2A7O_l_u	2A7O_r_u	1
2JPH_r_u	2A7O_r_u	0
2A7P_l_u	2A7P_r_u	1
2MUX_l_u	2A7P_l_u	0
2A8A_l_u	2A8A_r_u	1
1A8A_r_u	2A8A_r_u	0
2A7Y_l_u	2A7Y_r_u	1
1YER_r_u	2A7Y_r_u	0
2A8B_l_u	2A8B_r_u	1
2ZPS_r_u	2A8B_l_u	0
2A90_l_u	2A90_r_u	1
1Y11_r_u	2A90_r_u	0
2A8E_l_u	2A8E_r_u	1
2SRT_r_u	2A8E_r_u	0
2A8W_l_u	2A8W_r_u	1
2KDO_l_u	2A8W_r_u	0
2A8U_l_u	2A8U_r_u	1
2YDM_l_u	2A8U_l_u	0
2A8Z_l_u	2A8Z_r_u	1
1FI2_l_u	2A8Z_r_u	0
2A94_l_u	2A94_r_u	1
2DM3_r_u	2A94_l_u	0
2A98_l_u	2A98_r_u	1
2ICP_r_u	2A98_l_u	0
2A99_l_u	2A99_r_u	1
5FDJ_r_u	2A99_r_u	0
2A9B_l_u	2A9B_r_u	1
1CMP_l_u	2A9B_r_u	0
2A9R_l_u	2A9R_r_u	1
1YNX_r_u	2A9R_l_u	0
2A9I_l_u	2A9I_r_u	1
3BT4_l_u	2A9I_r_u	0
2AAA_l_u	2AAA_r_u	1
1FCF_l_u	2AAA_l_u	0
2AA7_l_u	2AA7_r_u	1
2RIX_l_u	2AA7_l_u	0
2AA2_l_u	2AA2_r_u	1
1VQD_l_u	2AA2_r_u	0
2AAK_l_u	2AAK_r_u	1
1EBV_l_u	2AAK_l_u	0
2AAN_l_u	2AAN_r_u	1
3R8Q_r_u	2AAN_r_u	0
2AAQ_l_u	2AAQ_r_u	1
1ULO_r_u	2AAQ_r_u	0
2AAT_l_u	2AAT_r_u	1
3KI9_r_u	2AAT_l_u	0
2AAS_l_u	2AAS_r_u	1
2KM1_r_u	2AAS_r_u	0
2ABD_l_u	2ABD_r_u	1
1YXR_r_u	2ABD_r_u	0
2ABE_l_u	2ABE_r_u	1
2RHH_r_u	2ABE_r_u	0
2ABL_l_u	2ABL_r_u	1
1BVB_l_u	2ABL_l_u	0
2ABO_l_u	2ABO_r_u	1
1RK9_r_u	2ABO_r_u	0
2ABH_l_u	2ABH_r_u	1
3ODG_r_u	2ABH_r_u	0
2ABY_l_u	2ABY_r_u	1
5BPL_l_u	2ABY_r_u	0
2AC2_l_u	2AC2_r_u	1
3K1H_r_u	2AC2_l_u	0
2AC1_l_u	2AC1_r_u	1
3P8X_r_u	2AC1_r_u	0
2ACE_l_u	2ACE_r_u	1
2LPU_r_u	2ACE_r_u	0
2AC4_l_u	2AC4_r_u	1
1KW9_r_u	2AC4_r_u	0
2ACG_l_u	2ACG_r_u	1
2RTT_l_u	2ACG_r_u	0
2ACK_l_u	2ACK_r_u	1
2SNS_l_u	2ACK_l_u	0
2ACQ_l_u	2ACQ_r_u	1
1UHW_r_u	2ACQ_l_u	0
2ACR_l_u	2ACR_r_u	1
1SQ8_r_u	2ACR_l_u	0
2ACU_l_u	2ACU_r_u	1
1Z6C_r_u	2ACU_r_u	0
2ACS_l_u	2ACS_r_u	1
1EUR_r_u	2ACS_l_u	0
2AD1_l_u	2AD1_r_u	1
2ENP_r_u	2AD1_r_u	0
2ADA_l_u	2ADA_r_u	1
3VCG_l_u	2ADA_r_u	0
2ADD_l_u	2ADD_r_u	1
1JAH_r_u	2ADD_l_u	0
2ADE_l_u	2ADE_r_u	1
1BD8_l_u	2ADE_l_u	0
2ADP_l_u	2ADP_r_u	1
4LJ8_r_u	2ADP_r_u	0
2ADQ_l_u	2ADQ_r_u	1
2LXI_r_u	2ADQ_l_u	0
2ADU_l_u	2ADU_r_u	1
1I8O_r_u	2ADU_r_u	0
2ADR_l_u	2ADR_r_u	1
2RAE_l_u	2ADR_l_u	0
2ADZ_l_u	2ADZ_r_u	1
3IS1_r_u	2ADZ_r_u	0
2AE0_l_u	2AE0_r_u	1
2G0Q_l_u	2AE0_r_u	0
2AE9_l_u	2AE9_r_u	1
1HB2_l_u	2AE9_l_u	0
2AE1_l_u	2AE1_r_u	1
1M3V_l_u	2AE1_r_u	0
2AEZ_l_u	2AEZ_r_u	1
2EW3_l_u	2AEZ_r_u	0
2AEY_l_u	2AEY_r_u	1
2Z5L_l_u	2AEY_l_u	0
2AF8_l_u	2AF8_r_u	1
3MQ3_r_u	2AF8_r_u	0
2AF9_l_u	2AF9_r_u	1
1PI6_r_u	2AF9_r_u	0
2AFE_l_u	2AFE_r_u	1
1TS0_l_u	2AFE_r_u	0
2AFD_l_u	2AFD_r_u	1
2OIT_r_u	2AFD_l_u	0
2AFJ_l_u	2AFJ_r_u	1
1ES8_r_u	2AFJ_r_u	0
2AFP_l_u	2AFP_r_u	1
2HEC_r_u	2AFP_l_u	0
2AFR_l_u	2AFR_r_u	1
1INV_l_u	2AFR_r_u	0
2AG6_l_u	2AG6_r_u	1
3LMF_r_u	2AG6_r_u	0
2AG8_l_u	2AG8_r_u	1
3WQM_r_u	2AG8_r_u	0
2AGA_l_u	2AGA_r_u	1
3A8D_r_u	2AGA_r_u	0
2AGM_l_u	2AGM_r_u	1
3BGQ_l_u	2AGM_r_u	0
2AH5_l_u	2AH5_r_u	1
2JV5_r_u	2AH5_r_u	0
2AI1_l_u	2AI1_r_u	1
2RQA_l_u	2AI1_r_u	0
2AHQ_l_u	2AHQ_r_u	1
3PM4_l_u	2AHQ_l_u	0
2AI2_l_u	2AI2_r_u	1
5H5E_l_u	2AI2_l_u	0
2AHE_l_u	2AHE_r_u	1
4FXA_l_u	2AHE_r_u	0
2AI5_l_u	2AI5_r_u	1
2W4C_l_u	2AI5_r_u	0
2AI3_l_u	2AI3_r_u	1
2CJJ_r_u	2AI3_l_u	0
2AI7_l_u	2AI7_r_u	1
1TSN_r_u	2AI7_l_u	0
2AI6_l_u	2AI6_r_u	1
3F0C_r_u	2AI6_l_u	0
2AIA_l_u	2AIA_r_u	1
5P5I_l_u	2AIA_l_u	0
2AIE_l_u	2AIE_r_u	1
5UF0_l_u	2AIE_r_u	0
2AIF_l_u	2AIF_r_u	1
2D7O_l_u	2AIF_r_u	0
2AIH_l_u	2AIH_r_u	1
1N00_r_u	2AIH_r_u	0
2AIO_l_u	2AIO_r_u	1
2EE9_r_u	2AIO_r_u	0
2AIG_l_u	2AIG_r_u	1
1G4X_l_u	2AIG_l_u	0
2AIU_l_u	2AIU_r_u	1
3E3V_r_u	2AIU_r_u	0
2AIT_l_u	2AIT_r_u	1
2JR0_r_u	2AIT_r_u	0
2AIV_l_u	2AIV_r_u	1
3S99_l_u	2AIV_l_u	0
2AIX_l_u	2AIX_r_u	1
2VPS_r_u	2AIX_l_u	0
2AJ0_l_u	2AJ0_r_u	1
5CTS_l_u	2AJ0_l_u	0
2AK2_l_u	2AK2_r_u	1
1AZI_r_u	2AK2_l_u	0
2AJ1_l_u	2AJ1_r_u	1
3W2H_r_u	2AJ1_r_u	0
2AJE_l_u	2AJE_r_u	1
5HII_r_u	2AJE_r_u	0
2AKJ_l_u	2AKJ_r_u	1
1CCR_r_u	2AKJ_l_u	0
2AJ2_l_u	2AJ2_r_u	1
3KKX_r_u	2AJ2_l_u	0
2AKL_l_u	2AKL_r_u	1
3D3P_r_u	2AKL_l_u	0
2AKK_l_u	2AKK_r_u	1
2JP3_r_u	2AKK_l_u	0
2AL3_l_u	2AL3_r_u	1
2M2K_l_u	2AL3_l_u	0
2AL7_l_u	2AL7_r_u	1
1HI5_l_u	2AL7_l_u	0
2ALA_l_u	2ALA_r_u	1
4QNA_l_u	2ALA_l_u	0
2ALB_l_u	2ALB_r_u	1
4N0N_r_u	2ALB_r_u	0
2ALC_l_u	2ALC_r_u	1
5I77_r_u	2ALC_r_u	0
2ALJ_l_u	2ALJ_r_u	1
1BWQ_l_u	2ALJ_r_u	0
2ALF_l_u	2ALF_r_u	1
5UT3_r_u	2ALF_l_u	0
2ALE_l_u	2ALE_r_u	1
3ZPE_l_u	2ALE_l_u	0
2ALM_l_u	2ALM_r_u	1
2NMU_r_u	2ALM_r_u	0
2ALP_l_u	2ALP_r_u	1
1DL6_r_u	2ALP_l_u	0
2ALU_l_u	2ALU_r_u	1
1BUJ_l_u	2ALU_r_u	0
2ALR_l_u	2ALR_r_u	1
2DMI_l_u	2ALR_l_u	0
2AM4_l_u	2AM4_r_u	1
1GOF_l_u	2AM4_r_u	0
2AM5_l_u	2AM5_r_u	1
1LQI_r_u	2AM5_l_u	0
2AME_l_u	2AME_r_u	1
2X8H_r_u	2AME_r_u	0
2AMH_l_u	2AMH_r_u	1
1N89_l_u	2AMH_l_u	0
2AMI_l_u	2AMI_r_u	1
3RJX_r_u	2AMI_l_u	0
2AMG_l_u	2AMG_r_u	1
2KHC_r_u	2AMG_l_u	0
2ANJ_l_u	2ANJ_r_u	1
3ZCG_l_u	2ANJ_r_u	0
2ANB_l_u	2ANB_r_u	1
1BID_r_u	2ANB_r_u	0
2ANZ_l_u	2ANZ_r_u	1
2M8E_l_u	2ANZ_r_u	0
2ANP_l_u	2ANP_r_u	1
2H7A_l_u	2ANP_l_u	0
2AO7_l_u	2AO7_r_u	1
5SXY_r_u	2AO7_r_u	0
2AOP_l_u	2AOP_r_u	1
3P3J_r_u	2AOP_r_u	0
2APF_l_u	2APF_r_u	1
4XMC_l_u	2APF_l_u	0
2AP3_l_u	2AP3_r_u	1
3FRA_l_u	2AP3_r_u	0
2APB_l_u	2APB_r_u	1
5IBG_r_u	2APB_l_u	0
2AOZ_l_u	2AOZ_r_u	1
1NPS_l_u	2AOZ_l_u	0
2APL_l_u	2APL_r_u	1
3ZBV_r_u	2APL_l_u	0
2APG_l_u	2APG_r_u	1
3K7H_l_u	2APG_l_u	0
2APN_l_u	2APN_r_u	1
1BP1_r_u	2APN_r_u	0
2APQ_l_u	2APQ_r_u	1
1W9D_r_u	2APQ_l_u	0
2APV_l_u	2APV_r_u	1
3MGY_l_u	2APV_l_u	0
2APW_l_u	2APW_r_u	1
3DQC_r_u	2APW_r_u	0
2APX_l_u	2APX_r_u	1
2MAW_r_u	2APX_r_u	0
2AQ5_l_u	2AQ5_r_u	1
1YHK_r_u	2AQ5_r_u	0
2AQ8_l_u	2AQ8_r_u	1
2DT4_r_u	2AQ8_r_u	0
2AQA_l_u	2AQA_r_u	1
2GYD_r_u	2AQA_l_u	0
2AQC_l_u	2AQC_r_u	1
2CPD_r_u	2AQC_r_u	0
2AQD_l_u	2AQD_r_u	1
3N9T_r_u	2AQD_l_u	0
2AQE_l_u	2AQE_r_u	1
1Z4Q_r_u	2AQE_r_u	0
2AQF_l_u	2AQF_r_u	1
1FBO_l_u	2AQF_l_u	0
2AQH_l_u	2AQH_r_u	1
1V9W_l_u	2AQH_l_u	0
2AQI_l_u	2AQI_r_u	1
2LXJ_l_u	2AQI_r_u	0
2AQK_l_u	2AQK_r_u	1
2N6L_r_u	2AQK_r_u	0
2AQJ_l_u	2AQJ_r_u	1
1BQI_l_u	2AQJ_l_u	0
2AQW_l_u	2AQW_r_u	1
2CNI_r_u	2AQW_r_u	0
2AR1_l_u	2AR1_r_u	1
2N9W_r_u	2AR1_l_u	0
2ARA_l_u	2ARA_r_u	1
5G5F_r_u	2ARA_r_u	0
2AR8_l_u	2AR8_r_u	1
5D2G_r_u	2AR8_r_u	0
2ARL_l_u	2ARL_r_u	1
3KSW_r_u	2ARL_l_u	0
2ARD_l_u	2ARD_r_u	1
1HTJ_l_u	2ARD_r_u	0
2ARS_l_u	2ARS_r_u	1
2GLQ_l_u	2ARS_r_u	0
2ARM_l_u	2ARM_r_u	1
154L_r_u	2ARM_r_u	0
2ART_l_u	2ART_r_u	1
2KJQ_l_u	2ART_r_u	0
2ARU_l_u	2ARU_r_u	1
2YRY_l_u	2ARU_r_u	0
2ARW_l_u	2ARW_r_u	1
2EF0_r_u	2ARW_r_u	0
2ASE_l_u	2ASE_r_u	1
2ZM7_l_u	2ASE_l_u	0
2ASF_l_u	2ASF_r_u	1
5AC3_l_u	2ASF_l_u	0
2ASI_l_u	2ASI_r_u	1
1BYB_r_u	2ASI_l_u	0
2ATE_l_u	2ATE_r_u	1
3JZN_l_u	2ATE_r_u	0
2AT9_l_u	2AT9_r_u	1
2AJE_l_u	2AT9_l_u	0
2ATO_l_u	2ATO_r_u	1
5GMN_l_u	2ATO_l_u	0
2ATM_l_u	2ATM_r_u	1
2MST_r_u	2ATM_l_u	0
2ATR_l_u	2ATR_r_u	1
1NPS_r_u	2ATR_l_u	0
2ATZ_l_u	2ATZ_r_u	1
3VP1_r_u	2ATZ_r_u	0
2AU3_l_u	2AU3_r_u	1
2GEH_l_u	2AU3_r_u	0
2AUJ_l_u	2AUJ_r_u	1
1CXW_r_u	2AUJ_r_u	0
2AUV_l_u	2AUV_r_u	1
5DX9_r_u	2AUV_l_u	0
2AUZ_l_u	2AUZ_r_u	1
2IMT_l_u	2AUZ_l_u	0
2AV4_l_u	2AV4_r_u	1
4UGG_l_u	2AV4_r_u	0
2AUX_l_u	2AUX_r_u	1
4CSC_r_u	2AUX_l_u	0
2AVG_l_u	2AVG_r_u	1
2LBX_l_u	2AVG_l_u	0
2AVA_l_u	2AVA_r_u	1
2ACG_l_u	2AVA_r_u	0
2AVK_l_u	2AVK_r_u	1
4OEX_r_u	2AVK_r_u	0
2AVP_l_u	2AVP_r_u	1
1RRI_r_u	2AVP_l_u	0
2AVX_l_u	2AVX_r_u	1
2BQD_r_u	2AVX_r_u	0
2AW0_l_u	2AW0_r_u	1
5GIF_l_u	2AW0_r_u	0
2AWT_l_u	2AWT_r_u	1
1WHL_l_u	2AWT_r_u	0
2AWL_l_u	2AWL_r_u	1
1VXF_l_u	2AWL_l_u	0
2AWG_l_u	2AWG_r_u	1
2KZ2_l_u	2AWG_l_u	0
2AWF_l_u	2AWF_r_u	1
2FBO_r_u	2AWF_r_u	0
2AX5_l_u	2AX5_r_u	1
4IQK_r_u	2AX5_l_u	0
2AX2_l_u	2AX2_r_u	1
2EDZ_l_u	2AX2_l_u	0
2AX7_l_u	2AX7_r_u	1
2H6S_l_u	2AX7_r_u	0
2AX6_l_u	2AX6_r_u	1
2CV6_l_u	2AX6_r_u	0
2AX8_l_u	2AX8_r_u	1
5Z5F_r_u	2AX8_r_u	0
2AX9_l_u	2AX9_r_u	1
3CSZ_r_u	2AX9_l_u	0
2AXO_l_u	2AXO_r_u	1
3FTS_l_u	2AXO_r_u	0
2AXC_l_u	2AXC_r_u	1
5M25_r_u	2AXC_l_u	0
2AXA_l_u	2AXA_r_u	1
3EO2_r_u	2AXA_r_u	0
2AXE_l_u	2AXE_r_u	1
2M2B_r_u	2AXE_r_u	0
2AXD_l_u	2AXD_r_u	1
5P8A_l_u	2AXD_l_u	0
2AXL_l_u	2AXL_r_u	1
3H0O_r_u	2AXL_l_u	0
2AXN_l_u	2AXN_r_u	1
3TNS_r_u	2AXN_l_u	0
2AXR_l_u	2AXR_r_u	1
4ME2_l_u	2AXR_r_u	0
2AYA_l_u	2AYA_r_u	1
1G0C_l_u	2AYA_l_u	0
2AXX_l_u	2AXX_r_u	1
1XSC_r_u	2AXX_r_u	0
2AYD_l_u	2AYD_r_u	1
104M_l_u	2AYD_l_u	0
2AYM_l_u	2AYM_r_u	1
1R9W_l_u	2AYM_r_u	0
2AYP_l_u	2AYP_r_u	1
3BC5_r_u	2AYP_l_u	0
2AYJ_l_u	2AYJ_r_u	1
8AME_r_u	2AYJ_l_u	0
2AYK_l_u	2AYK_r_u	1
5P8P_l_u	2AYK_r_u	0
2AYS_l_u	2AYS_r_u	1
2KDW_l_u	2AYS_l_u	0
2AYR_l_u	2AYR_r_u	1
1J42_r_u	2AYR_r_u	0
2AYX_l_u	2AYX_r_u	1
2RSQ_l_u	2AYX_r_u	0
2AYU_l_u	2AYU_r_u	1
1BRA_l_u	2AYU_l_u	0
2AYY_l_u	2AYY_r_u	1
2DL8_r_u	2AYY_r_u	0
2AZV_l_u	2AZV_r_u	1
3VC0_r_u	2AZV_r_u	0
2AYZ_l_u	2AYZ_r_u	1
5AX1_r_u	2AYZ_r_u	0
2AZR_l_u	2AZR_r_u	1
4HIR_l_u	2AZR_r_u	0
2AZQ_l_u	2AZQ_r_u	1
2KB0_r_u	2AZQ_l_u	0
2AZH_l_u	2AZH_r_u	1
1B6W_r_u	2AZH_r_u	0
2AZL_l_u	2AZL_r_u	1
2QN9_l_u	2AZL_l_u	0
2AZS_l_u	2AZS_r_u	1
1ZBS_r_u	2AZS_l_u	0
2AZW_l_u	2AZW_r_u	1
1I17_r_u	2AZW_r_u	0
2AZZ_l_u	2AZZ_r_u	1
1UZF_l_u	2AZZ_r_u	0
2B00_l_u	2B00_r_u	1
5IKG_r_u	2B00_l_u	0
2B01_l_u	2B01_r_u	1
2AWT_r_u	2B01_r_u	0
2B03_l_u	2B03_r_u	1
1AYL_r_u	2B03_r_u	0
2B04_l_u	2B04_r_u	1
1J93_r_u	2B04_l_u	0
2B07_l_u	2B07_r_u	1
1FHS_r_u	2B07_r_u	0
2B0G_l_u	2B0G_r_u	1
1BWK_r_u	2B0G_r_u	0
2B0C_l_u	2B0C_r_u	1
5KOW_r_u	2B0C_l_u	0
2B0M_l_u	2B0M_r_u	1
1LAG_r_u	2B0M_r_u	0
2B0T_l_u	2B0T_r_u	1
1PS2_l_u	2B0T_l_u	0
2B17_l_u	2B17_r_u	1
1FBL_r_u	2B17_r_u	0
2B1E_l_u	2B1E_r_u	1
1BRX_r_u	2B1E_l_u	0
2B1U_l_u	2B1U_r_u	1
2R70_r_u	2B1U_r_u	0
2B1W_l_u	2B1W_r_u	1
2MAW_l_u	2B1W_r_u	0
2B1M_l_u	2B1M_r_u	1
2F6D_l_u	2B1M_l_u	0
2B1O_l_u	2B1O_r_u	1
1IEH_r_u	2B1O_l_u	0
2B1P_l_u	2B1P_r_u	1
5Y9A_r_u	2B1P_r_u	0
2B1R_l_u	2B1R_r_u	1
1O4M_r_u	2B1R_r_u	0
2B1Q_l_u	2B1Q_r_u	1
2AYY_l_u	2B1Q_r_u	0
2B29_l_u	2B29_r_u	1
1SQF_l_u	2B29_r_u	0
2B21_l_u	2B21_r_u	1
2C9A_l_u	2B21_l_u	0
2B2F_l_u	2B2F_r_u	1
2YT9_r_u	2B2F_l_u	0
2B3I_l_u	2B3I_r_u	1
1VFY_l_u	2B3I_l_u	0
2B2I_l_u	2B2I_r_u	1
3SQE_r_u	2B2I_l_u	0
2B2H_l_u	2B2H_r_u	1
2YTY_l_u	2B2H_l_u	0
2B2J_l_u	2B2J_r_u	1
2Y9N_r_u	2B2J_l_u	0
2B31_l_u	2B31_r_u	1
2LUZ_r_u	2B31_l_u	0
2B3C_l_u	2B3C_r_u	1
1P2H_r_u	2B3C_r_u	0
2B3A_l_u	2B3A_r_u	1
2HG2_r_u	2B3A_r_u	0
2B3P_l_u	2B3P_r_u	1
5LR7_l_u	2B3P_r_u	0
2B3V_l_u	2B3V_r_u	1
5HWP_l_u	2B3V_l_u	0
2B3K_l_u	2B3K_r_u	1
1Q56_r_u	2B3K_r_u	0
2B3W_l_u	2B3W_r_u	1
4HCV_r_u	2B3W_l_u	0
2B45_l_u	2B45_r_u	1
1LBF_l_u	2B45_r_u	0
2B46_l_u	2B46_r_u	1
5K7T_r_u	2B46_r_u	0
2B3X_l_u	2B3X_r_u	1
1TVG_l_u	2B3X_r_u	0
2B4A_l_u	2B4A_r_u	1
1QYI_r_u	2B4A_l_u	0
2B4E_l_u	2B4E_r_u	1
1V5G_r_u	2B4E_l_u	0
2B4L_l_u	2B4L_r_u	1
1EBE_r_u	2B4L_r_u	0
2B4W_l_u	2B4W_r_u	1
1DM1_l_u	2B4W_l_u	0
2B52_l_u	2B52_r_u	1
4WOD_l_u	2B52_r_u	0
2B53_l_u	2B53_r_u	1
3KVM_l_u	2B53_r_u	0
2B55_l_u	2B55_r_u	1
2BT8_l_u	2B55_l_u	0
2B56_l_u	2B56_r_u	1
1RTT_l_u	2B56_l_u	0
2B5E_l_u	2B5E_r_u	1
1OFV_r_u	2B5E_r_u	0
2B58_l_u	2B58_r_u	1
3LYW_r_u	2B58_r_u	0
2B5H_l_u	2B5H_r_u	1
2B6F_r_u	2B5H_r_u	0
2B5V_l_u	2B5V_r_u	1
2B4A_r_u	2B5V_r_u	0
2B5X_l_u	2B5X_r_u	1
2LYQ_l_u	2B5X_l_u	0
2B5Z_l_u	2B5Z_r_u	1
4CRP_l_u	2B5Z_l_u	0
2B61_l_u	2B61_r_u	1
1BLZ_r_u	2B61_l_u	0
2B5Y_l_u	2B5Y_r_u	1
1WLC_r_u	2B5Y_l_u	0
2B65_l_u	2B65_r_u	1
2PNN_l_u	2B65_l_u	0
2B6F_l_u	2B6F_r_u	1
2LOO_r_u	2B6F_l_u	0
2B6W_l_u	2B6W_r_u	1
3S0M_l_u	2B6W_l_u	0
2B6T_l_u	2B6T_r_u	1
3FRG_r_u	2B6T_r_u	0
2B6X_l_u	2B6X_r_u	1
2MN4_r_u	2B6X_r_u	0
2B6Y_l_u	2B6Y_r_u	1
2DAS_l_u	2B6Y_r_u	0
2B6Z_l_u	2B6Z_r_u	1
1RAL_r_u	2B6Z_l_u	0
2B71_l_u	2B71_r_u	1
2DIZ_r_u	2B71_l_u	0
2B70_l_u	2B70_r_u	1
1TIU_l_u	2B70_l_u	0
2B72_l_u	2B72_r_u	1
2LM7_l_u	2B72_r_u	0
2B73_l_u	2B73_r_u	1
2N4H_l_u	2B73_l_u	0
2B74_l_u	2B74_r_u	1
5P8U_l_u	2B74_r_u	0
2B75_l_u	2B75_r_u	1
4PAH_r_u	2B75_r_u	0
2B78_l_u	2B78_r_u	1
2D88_l_u	2B78_r_u	0
2B7E_l_u	2B7E_r_u	1
3ZGK_l_u	2B7E_r_u	0
2B7R_l_u	2B7R_r_u	1
1SD1_l_u	2B7R_l_u	0
2B7S_l_u	2B7S_r_u	1
2LKU_l_u	2B7S_l_u	0
2B7T_l_u	2B7T_r_u	1
4RMF_r_u	2B7T_r_u	0
2B7V_l_u	2B7V_r_u	1
2HS9_l_u	2B7V_l_u	0
2B86_l_u	2B86_r_u	1
2OXN_r_u	2B86_l_u	0
2B88_l_u	2B88_r_u	1
2K2E_l_u	2B88_l_u	0
2B89_l_u	2B89_r_u	1
2M72_l_u	2B89_l_u	0
2B8A_l_u	2B8A_r_u	1
1C9Y_l_u	2B8A_r_u	0
2B8F_l_u	2B8F_r_u	1
5O8U_l_u	2B8F_l_u	0
